name,tel,addr
행복한교실,041-564-1555,충남 천안시 서북구 불당동 862
향남대방교실,1577-5105,경기 화성시 향남읍 행정리
향남제암교실,1577-5105,경기도 화성시 향남읍 발안리
향촌휴먼시아교실,032-462-8262,
헤나교실,1577-5105,"경기 수원시 영통구 덕영대로 1400 (망포동, 아이파크 캐슬 2단지)"
헤세드해법영어학원교실,01066045567,충북 청주시 상당구 금천동 320
혁신 펄스 해법 학원,055-763-2324,"경남 진주시 사들로156번길 5 ,금현빌딩 5층 503호 (충무공동)"
혁신만성초교실,212-3405,전북 전주시 덕진구 오공로 43 (중동)
혁신온빛초교실,063-211-0567,전북 전주시 덕진구 안전로 199 온빛초 옆 신협 2층
현곡푸르지오교실,1577-5105,경북 경주시 현곡면 새안현로 23
현대1차교실,1577-5105,
현대1차교실,01025354742,"대구시 달서구 조암남로 182 (유천동,대구월배아이파크)109동102호"
현대3차교실,1577-5105,인천 부평구 산곡3동 현대3차아파트
현대교실,031-475-5107,경기도 안산시 상록구 월피동
현대교실,1577-5105,전남 영암군 삼호읍 현대삼호사원아파트
현대아이교실,1577-5105,"경남 김해시 삼계로 232 (삼계동, 현대분성마을아이파크1차아파트)"
현대아카데미교실,1577-5105,
현목교실,054-635-0585,경북 영주시 가흥2동
현암이안교실,1577-5105,경기 여주군 여주읍 현암리 대우이안APT
현진에버빌교실,033-573-4233,강원 삼척시 정상동 현진에버빌 103동
현촌두드림교실,1577-5105,
현풍남해오네뜨1차교실,1577-5105,대구 달성군 현풍읍 테크노북로4길 11
협성해법교실,01040640289,경남 김해시 분성로 4(외동 협성엘리시안아파트)102-202
협성휴포레죽곡교실,1577-5105,대구 달성군 다사읍 달구벌대로174길 50
형설교실,1577-5105,
호계럭키교실,1577-5105,호계동 럭키아파트  110동 103호
호계신성교실,1577-5105,경기 안양시 동안구 호계동
호계태영교실,1577-5105,호계동 태영아파트
호반22엘리트교실,010-2061-0517,경기 고양시 덕양구 동산동
호반3차교실,1577-5105,경기 화성시 동탄신리천로1길
호반5차교실,1577-5105,
호반교실,041-558-0579,충청남도 천안시 서북구 불당동
호산나교실,1577-5105,부산 강서구 명지오션시티10로 16
호서남교실,1577-5105,
호수교실,031-902-2341,경기도 고양시 일산동구 장항동 호수마을5단지 청구상가 2층
호수교실,1577-5105,
호수부영 1차,,경기 화성시 동탄대로6길 19 (산척동)
호수부영4차,1577-5105,부영4차
호암두진교실,043-848-0688,충북 충주시 성서1길 50
호원교실,031-504-8948,경기 안산시 단원구 초지동
호크마교실,031-438-0572,경기도 안산시 상록구 사동
호크마교실,1577-5105,충북 청주시 흥덕구 비하동
호평아이비교실,1577-5105,"경기 남양주시 호평로 134 (호평동, 호평아카데미) 호평아카데미빌딩 5층"
호평아이파크교실,010-3765-8721,"경기 남양주시 늘을3로 7 (호평동, 호평동현대아이파크) 1104-104"
호평초교실,1577-5105,"경기 남양주시 천마산로 65 (호평동, 호평 파라곤) 108동 401호"
호평한화교실,1577-5105,"경기 남양주시 늘을3로 71 (호평동, 한화꿈에그린아파트) 1502동 504호"
홍남교실,041-631-0553,충남 홍성군 홍성읍 고암리 656-11(2층)
홍선생해법영어교실,010-8287-1480,인천 연수구 독배로40번길 18
홍연교실,1577-5105,서울 서대문구 홍은동
홍은미성교실,1577-5105,
홍익 수 해법영수학원교실,055-322-7117,
홍제엘리트교실,01082959712,서울 서대문구 통일로37다길 27
홍천교실,033-433-0582,강원 홍천군 홍천읍
화랑교실,011-774-1009,경기도 안산시 단원구 선부동
화명낙천대교실,051-362-8268,
화명대림교실,051-335-1420,부산 북구 화명동
화명대림쌍용교실,051-361-1005,부산 북구 화명동
화명동원교실,051-343-6120,부산북구 화명동 금융복합스포츠타운 4층 406호
화명뜨란채교실,051-363-5105,부산 북구 화명동
화명멘토교실,010-2417-6641,부산광역시 북구 화명동 2277-6 메인프라자 502
화명벽산교실,051-363-5454,부산 북구 화명동
화명와석교실,051-911-4010,
화서교실,1577-5105,경기도 수원시 팔달구 화서2동
화순교실,1577-5105,
화원스마트교실,1577-5105,대구 달성군 화원읍 성암로1길 5 (본리리)
환호해맞이교실,054-251-4743,경북 포항시 북구 환호동 해맞이 그린빌 113동 103호
황골주공교실,1577-5105,경기 수원시 영통구 영통동 955-1
황금 앤젤교실,1577-5105,
황금엘리트1교실,1577-5105,대구광역시 수성구 청호로57길 14
황상성심교실,1577-5105,경상북도 구미시 검성로 100 2층
회기아카데미교실,1577-5105,
횡성해법교실,033-344-9384,강원 횡성군 횡성읍
효성금호교실,032-543-7288,인천광역시 계양구 효성2동 304-14
효성샛별교실,032-553-0205,
효성서교실,032-547-0607,인천 계양구 효성동
효자서도엘리트교실,063-224-5722,전북 전주시 완산구 효자동1가 서도프라자3층
효자우전교실,010-8543-9618,전라북도 전주시 완산구 우전2길 37
후평우미린교실,1577-5105,강원 춘천시 후평동
후포교실,1577-5105,경상북도 영덕군 군청길 123-1
휴먼빌교실,031-493-0585,경기도 안산시 단원구 신길동
휴먼시아교실,02-864-0579,서울 관악구 난향동
휴포레교실,1577-5105,부산 동구 고관로 95-1 (수정동) 4층
흑석교실,063-284-5333,전북 전주시 완산구 서서학동 푸은맨션 상가1층
흥덕동원교실,1577-5105,경기 용인시 기흥구 영덕동
흥해남산교실,054-262-7905,경북 포항시 북구 흥해읍 남성리 318-6
흥해삼도1교실,010-2525-6357,흥해읍 학천리 삼도미래타운 1차상가 205호
힐스셀파 우등생교실,1577-5105,서울 은평구 백련산로 38
힐스테이트교실,1577-5105,
힐스테이트교실,1577-5105,힐스테이트
힐탑교실,1577-5105,대전 서구 관저동 1962-9
Aisling교실,1577-5105,
Alice 호반교실,010-9372-7788,
Amy Ostar교실,031-635-0509,경기 이천시 아미리 677-5
ANN LEE교실,1577-5105,경기도 오산시 세마문학로 50
Anna Harvard교실,1577-5105,
Atop교실,1577-5105,부산광역시 기장군 정관4로 24 정관동일스위트1차 110동 201호
BLOSSOM ENGLISH,1577-5105,서울 송파구 잠실2동 리센츠 아파트
CNU교실,1577-5105,전라남도 목포시 옥암동
Dream교실,1577-5105,충북 청주시 흥덕구 가경동
e편한교실,055-364-0579,양산시 물금읍 범어리 e편한세상2차
e편한교실,010-3222-0579,전라북도 익산시 어양동 510-1
e편한교실,1577-5105,
e편한세상교실,010-8805-2694,충청남도 아산시 모종동 e편한세상
e해법솔루션학원,1577-5105,1577-5105
EM해법교실,02-3394-6690,동대문구 답십리동 268-8  . 3층
enocn교실,,
ETC교실,031-287-8748,경기도 용인시 기흥구 동백동
F&P교실,041-541-0045,충남 아산시 모종동
Genius교실,1577-5105,"경기 수원시 권선구 덕영대로1190번길 100 (권선동, 수원아이파크시티7단지)"
GM교실,1577-5105,
Grace교실,1577-5105,
GS자이교실,1577-5105,서울특별시 강서구 가양동
Happy 한보라교실,1577-5105,경기 용인시 기흥구 보라동 한보라마을휴먼시아5단지아파트
hb 가오교실,1577-5105,대전 동구 동구청로 89-2
HB English Academy 교실,1577-5105,서울 서초구 태봉로 2길 65 네이처힐4단지아파트 상가2층
HB멘토교실,01067552667,전남 목포시 대양동 257-4
HB브레인교실,01074457565,전남 나주시 그린로 335 (빛가람동)
hb연산교실,01088486761,전남 목포시 연산로159번길 5
hb열매교실,042-825-0511,대전 유성구 반석동 반석마을6단지아파트 상가 2층
hb용당교실,01035207996,전남 목포시 양을로 230
hb우진교실,1577-5105,
HBE교실,1577-5105,
Hello Fox교실,1577-5105,인천 부평구 부평1동
Hello교실,1577-5105,경기 시흥시 정왕동
HMB교실,1577-5105,대구광역시 달서구 용산로 254
I AM 해법영어교실,052-264-0589,울산광역시 울주군 북문7길
in잉글리쉬교실,1577-5105,
ING교실,031-889-7932,용인시 수지구 죽전동
IVY캐슬교실,051-321-1105,부산 사상구 엄궁동
JJ해법영어교실,1577-5105,
JnJ교실,1577-5105,신한미지엔@
JS교실,055-313-5006,김해시 장유면 대청동 332-4 대청프라자 A-403호
Jump교실,1577-5105,인천 부평구 부평5동
KCC스위첸교실,1577-5105,"경상북도 김천시 혁신5로 11 110동(율곡동,  경북혁신케이씨씨스위첸)"
kelly교실,1577-5105,수원시 영통구 청명로 100
LaLaLa Leena교실,070-4232-5105,강원 춘천시 퇴계동 지석로
LEI영어교실,010-5820-6603,
Leo교실,1577-5105,경기 화성시 진안동
LIC교실,031-841-1030,경기도 남양주시 별내면 청학로68번길 23-1 청학3단지상가 
Lucy교실,1577-5105,경기 화성시 병점동
M&M교실,1577-5105,경기 광주시 오포읍 수레실길 5 (능평리)
Millie교실,02-939-5084,서울 노원구 상계동 대림아파트
PRIME교실,02-893-5495,경기 광명시 소하2동 역세권 휴먼시아  406동 302호
Pumping교실,01059115390,"서울 영등포구 당산로4길 12 (문래동3가, 문래자이)"
Ruby교실,010-4207-0320,
Sally교실,1577 5105,전남 광양시 진등2길 13
SGC 롯데캐슬영어교실,1577-5105,
shine교실,010-3644-8447,"울산 북구 상방로 81 (화봉동, 동아청구아파트)"
Sk뷰2차교실,1577-5105,꿈에그린프레스티지@
sky해법영어교실,01092181556,경기 부천시 소사본동
SL 교실,054-855-0501,경상북도 안동시 강남6길 6
Smart HB 교실,1577-5105,
special교실,1577-5105,
Star교실,1577-5105,
Talk채움교실,053-984-5632,대구 동구 방촌동
tanya엘리트교실,043-235-0579,충북 청주시 흥덕구 비하동
Ted 교실,1577-5105,
THE 좋은교실,054-638-5112,경북 영주시 휴천1동
TheBest교실,043-900-0005,충북  청주시 청원구 오창읍 각리
TheFirst교실,1577-5105,
Tiffany교실,1577-5105,경기 안양시 동안구 관양동
Time교실,031-746-8080,경기 성남시 중원구 상대원1동 선경아파트
TOP교실,1577-5105,경기도 광명시 철산동
TOP에듀학원교실,01042705355,
VAN 해법영어교실,1577-5105,강원 속초시 온정로6  조양주공아파트 110동
World교실,1577-5105,경기 하남시 신장동
YJ엘리트교실,406-0830,경기 안산시 상록구 본오동 871-9
YJ엘리트교실,,경기 안산시 상록구 본오동 871-9
